,title,abstract,author,journal,year,pdf_link,keyword
0,Thresholding of statistical maps in functional neuroimaging using the false discovery rate,,"CR Genovese, NA Lazar, T Nichols","Neuroimage, ",2002,https://www.sciencedirect.com/science/article/pii/S1053811901910377,
0,Statistical inference from capture data on closed animal populations,,"DL Otis, KP Burnham, GC White, DR Anderson","Wildlife monographs, ",1978,https://www.jstor.org/stable/3830650,
0,Fine-tuning some resistant rules for outlier labeling,,"DC Hoaglin, B Iglewicz",Journal of the American statistical,1987,https://www.tandfonline.com/doi/abs/10.1080/01621459.1987.10478551,
0,An improved Bonferroni procedure for multiple tests of significance,,RJ Simes,"Biometrika, ",1986,https://academic.oup.com/biomet/article-abstract/73/3/751/250538,
0,Formal aspects of model validity and validation in system dynamics,,Y Barlas,System Dynamics Review: The Journal of the System,1996,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1099-1727(199623)12:3%3C183::AID-SDR103%3E3.0.CO;2-4,
0,A comprehensive review of EEG-based brain–computer interface paradigms,,"R Abiri, S Borhani, EW Sellers, Y Jiang…",Journal of neural,2019,https://iopscience.iop.org/article/10.1088/1741-2552/aaf12e/meta,
0,Entrainment of perceptually relevant brain oscillations by non-invasive rhythmic stimulation of the human brain,,"G Thut, PG Schyns, J Gross","Frontiers in psychology, ",2011,https://www.frontiersin.org/articles/10.3389/fpsyg.2011.00170/full,
0,Visual and auditory brain–computer interfaces,,"S Gao, Y Wang, X Gao, B Hong",IEEE Transactions on,2014,https://ieeexplore.ieee.org/abstract/document/6712069/,
0,Brain–computer interface systems: progress and prospects,,"BZ Allison, EW Wolpaw, JR Wolpaw",Expert review of medical,2007,https://www.tandfonline.com/doi/abs/10.1586/17434440.4.4.463,
0,Frequency modulation entrains slow neural oscillations and optimizes human listening behavior,,"MJ Henry, J Obleser",…,2012,https://www.pnas.org/doi/abs/10.1073/pnas.1213390109,
0,tACS motor system effects can be caused by transcutaneous stimulation of peripheral nerves,,"B Asamoah, A Khatoun, M Mc Laughlin","Nature communications, ",2019,https://www.nature.com/articles/s41467-018-08183-w,
0,Envelope and spectral frequency-following responses to vowel sounds,,"SJ Aiken, TW Picton","Hearing research, ",2008,https://www.sciencedirect.com/science/article/pii/S0378595508001743,
0,Individual differences reveal correlates of hidden hearing deficits,,"HM Bharadwaj, S Masud, G Mehraei…",Journal of,2015,https://www.jneurosci.org/content/35/5/2161.short,
0,Listening to tailor-made notched music reduces tinnitus loudness and tinnitus-related auditory cortex activity,,"H Okamoto, H Stracke, W Stoll…",Proceedings of the,2010,https://www.pnas.org/doi/abs/10.1073/pnas.0911268107,
0,Auditory steady-state responses to chirp stimuli based on cochlear traveling wave delay,,"C Elberling, M Don, M Cebulla…",The Journal of the,2007,https://asa.scitation.org/doi/abs/10.1121/1.2783985,
0,The 40-Hz auditory steady-state response in patients with schizophrenia: a meta-analysis,,"H Thuné, M Recasens, PJ Uhlhaas","JAMA psychiatry, ",2016,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/2566207,
0,Human temporal auditory acuity as assessed by envelope following responses,,"DW Purcell, SM John, BA Schneider…",The Journal of the,2004,https://asa.scitation.org/doi/abs/10.1121/1.1798354,
0,Tuning of the human neocortex to the temporal dynamics of attended events,,"J Besle, CA Schevon, AD Mehta, P Lakatos…",Journal of,2011,https://www.jneurosci.org/content/31/9/3176.short,
0,Sensitivity of newborn auditory cortex to the temporal structure of sounds,,"S Telkemeyer, S Rossi, SP Koch…",Journal of,2009,https://www.jneurosci.org/content/29/47/14726.short,
0,Bayesian model averaging in EEG/MEG imaging,,NJ Trujillo,"Barreto, E Au",bert,https://www.sciencedirect.com/science/article/pii/S1053811903007286,
0,Steady state responses: electrophysiological assessment of sensory function in schizophrenia,,"CA Brenner, GP Krishnan, JL Vohs, WY Ahn…",Schizophrenia,2009,https://academic.oup.com/schizophreniabulletin/article-abstract/35/6/1065/1843589,
0,Entrained neural oscillations in multiple frequency bands comodulate behavior,,"MJ Henry, B Herrmann…",Proceedings of the,2014,https://www.pnas.org/doi/abs/10.1073/pnas.1408741111,
0,Steady-state visual evoked potentials can be explained by temporal superposition of transient event-related responses,,"A Capilla, P Pazo","Alvarez, A Darriba, P Ca",mpo…,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014543,
0,Noise-induced hearing loss in marine mammals: A review of temporary threshold shift studies from 1996 to 2015,,JJ Finneran,"The Journal of the Acoustical Society of America, ",2015,https://asa.scitation.org/doi/abs/10.1121/1.4927418,
0,Synaptopathy in the aging cochlea: Characterizing early-neural deficits in auditory temporal envelope processing,,"A Parthasarathy, SG Kujawa","Journal of Neuroscience, ",2018,https://www.jneurosci.org/content/38/32/7108.short,
0,Exploring how musical rhythm entrains brain activity with electroencephalogram frequency-tagging,,S Nozaradan,…,2014,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2013.0393,
0,Suppression of competing speech through entrainment of cortical oscillations,,"C Horton, M D'Zmura…",Journal of,2013,https://journals.physiology.org/doi/abs/10.1152/jn.01026.2012,
0,Human auditory steady state responses to binaural and monaural beats,,"DWF Schwarz, P Taylor","Clinical Neurophysiology, ",2005,https://www.sciencedirect.com/science/article/pii/S1388245704003736,
0,Auditory evoked potentials,,G Plourde,"Best Practice & Research Clinical Anaesthesiology, ",2006,https://www.sciencedirect.com/science/article/pii/S1521689605000571,
0,Theta phase synchronization is the glue that binds human associative memory,,"A Clouter, KL Shapiro, S Hanslmayr","Current Biology, ",2017,https://www.sciencedirect.com/science/article/pii/S096098221731117X,
0,Low-frequency neural oscillations support dynamic attending in temporal context,,"MJ Henry, B Herrmann","Timing & Time Perception, ",2014,https://brill.com/view/journals/time/2/1/article-p62_5.xml,
0,Classification of selective attention to auditory stimuli: toward vision-free brain–computer interfacing,,"DW Kim, HJ Hwang, JH Lim, YH Lee, KY Jung…",Journal of neuroscience,2011,https://www.sciencedirect.com/science/article/pii/S0165027011000823,
0,Investigating the neural correlates of continuous speech computation with frequency-tagged neuroelectric responses,,"M Buiatti, M Peña, G Dehaene",Lamb,ertz,https://www.sciencedirect.com/science/article/pii/S1053811908009981,
0,The auditory steady-state response (ASSR): a translational biomarker for schizophrenia,,"BF O'Donnell, JL Vohs, GP Krishnan, O Rass…",Supplements to Clinical,2013,https://www.sciencedirect.com/science/article/pii/B9780702053078000065,
0,SPoC: a novel framework for relating the amplitude of neuronal oscillations to behaviorally relevant parameters,,"S Dähne, FC Meinecke, S Haufe, J Höhne…","NeuroImage, ",2014,https://www.sciencedirect.com/science/article/pii/S1053811913008483,
0,Orogenic architecture of the Mediterranean region and kinematic reconstruction of its tectonic evolution since the Triassic,,"DJJ Van Hinsbergen, TH Torsvik, SM Schmid…",Gondwana,2020,https://www.sciencedirect.com/science/article/pii/S1342937X19302230,
0,Global plate motion frames: toward a unified model,,"TH Torsvik, RD Müller, R Van der Voo…",Reviews of,2008,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2007RG000227,
0,The least-squares line and plane and the analysis of palaeomagnetic data,,JL Kirschvink,"Geophysical Journal International, ",1980,https://academic.oup.com/gji/article-abstract/62/3/699/655282,
0,CircStat: a MATLAB toolbox for circular statistics,,P Berens,"Journal of statistical software, ",2009,https://www.jstatsoft.org/index.php/jss/article/view/v031i10,
0,Statistics of directional data,,KV Mardia,Journal of the Royal Statistical Society: Series B,1975,https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1975.tb01550.x,
0,Plenoctrees for real-time rendering of neural radiance fields,,"A Yu, R Li, M Tancik, H Li, R Ng…",Proceedings of the,2021,http://openaccess.thecvf.com/content/ICCV2021/html/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.html,
0,Group representations in probability and statistics,,P Diaconis,Lecture n,otes,https://www.jstor.org/stable/4355560,
0,Classification of the reversal test in palaeomagnetism,,"PL McFadden, MW McElhinny",Geophysical Journal,1990,https://academic.oup.com/gji/article-abstract/103/3/725/588937,
0,Effectiveness of the global protected area network in representing species diversity,,"ASL Rodrigues, SJ Andelman, MI Bakarr, L Boitani…","Nature, ",2004,https://www.nature.com/articles/nature02422,
0,Anisotropie permeability of fractured media,,DT Snow,"Water resources research, ",1969,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/WR005i006p01273,
0,Magnetic anisotropy of rocks and its application in geology and geophysics,,F Hrouda,"Geophysical surveys, ",1982,https://link.springer.com/article/10.1007/BF01450244,
0,Statistical processing of anisotropy of magnetic susceptibility measured on groups of specimens,,"V Jelínek, V Kropáček","Studia geophysica et geodaetica, ",1978,https://link.springer.com/article/10.1007/BF01613632,
0,Constraints on the early uplift history of the Tibetan Plateau,,"C Wang, X Zhao, Z Liu, PC Lippert…",Proceedings of the,2008,https://www.pnas.org/doi/abs/10.1073/pnas.0703595105,
0,Tectonic history of the Altyn Tagh fault system in northern Tibet inferred from Cenozoic sedimentation,,"A Yin, PE Rumelhart, R Butler…",Geological,2002,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-abstract/114/10/1257/183804,
0,The combined analysis of remagnetization circles and direct observations in palaeomagnetism,,"PL McFadden, MW McElhinny","Earth and Planetary Science Letters, ",1988,https://www.sciencedirect.com/science/article/pii/0012821X88900726,
0,Geomagnetic paleointensities from radiocarbon‐dated lava flows on Hawaii and the question of the Pacific nondipole low,,"RS Coe, S Grommé…",Journal of Geophysical,1978,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB083iB04p01740,
0,An antipodally symmetric distribution on the sphere,,C Bingham,"The Annals of Statistics, ",1974,https://www.jstor.org/stable/2958339,
0,Late Cenozoic tectonic evolution of the southern Chinese Tian Shan,,"A Yin, S Nie, P Craig, TM Harrison, FJ Ryerson…","…, ",1998,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/97TC03140,
0,Pre-Rodinia supercontinent Nuna shaping up: A global synthesis with new paleomagnetic results from North China,,"S Zhang, ZX Li, DAD Evans, H Wu, H Li…",Earth and Planetary,2012,https://www.sciencedirect.com/science/article/pii/S0012821X12004098,
0,A new fold test for palaeomagnetic studies,,PL McFadden,"Geophysical Journal International, ",1990,https://academic.oup.com/gji/article-abstract/103/1/163/566405,
0,Advanced spectral methods for climatic time series,,"M Ghil, MR Allen, MD Dettinger, K Ide…",Reviews of,2002,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2000RG000092,
0,Spectrum sensing for cognitive radio: State-of-the-art and recent advances,,"E Axell, G Leus, EG Larsson…",IEEE signal processing,2012,https://ieeexplore.ieee.org/abstract/document/6179814/,
0,Cognitive radio: brain-empowered wireless communications,,S Haykin,"IEEE journal on selected areas in communications, ",2005,https://ieeexplore.ieee.org/abstract/document/1391031/,
0,EEGLAB: an open source toolbox for analysis of single-trial EEG dynamics including independent component analysis,,"A Delorme, S Makeig","Journal of neuroscience methods, ",2004,https://www.sciencedirect.com/science/article/pii/S0165027003003479,
0,A pervasive millennial-scale cycle in North Atlantic Holocene and glacial climates,,"G Bond, W Showers, M Cheseby, R Lotti, P Almasi…","science, ",1997,https://www.science.org/doi/abs/10.1126/science.278.5341.1257,
0,An astronomically dated record of Earth's climate and its predictability over the last 66 million years,,"T Westerhold, N Marwan, AJ Drury, D Liebrand…","Science, ",2020,https://www.science.org/doi/abs/10.1126/science.aba6853,
0,MNE software for processing MEG and EEG data,,"A Gramfort, M Luessi, E Larson, DA Engemann…","Neuroimage, ",2014,https://www.sciencedirect.com/science/article/pii/S1053811913010501,
0,Enhanced detection of artifacts in EEG data using higher-order statistics and independent component analysis,,"A Delorme, T Sejnowski, S Makeig","Neuroimage, ",2007,https://www.sciencedirect.com/science/article/pii/S1053811906011098,
0,"Singular-spectrum analysis: A toolkit for short, noisy chaotic signals",,"R Vautard, P Yiou, M Ghil","Physica D: Nonlinear Phenomena, ",1992,https://www.sciencedirect.com/science/article/pii/016727899290103T,
0,"Singular spectrum analysis in nonlinear dynamics, with applications to paleoclimatic time series",,"R Vautard, M Ghil","Physica D: Nonlinear Phenomena, ",1989,https://www.sciencedirect.com/science/article/pii/0167278989900778,
0,Thalamocortical dysrhythmia: a neurological and neuropsychiatric syndrome characterized by magnetoencephalography,,"RR Llinás, U Ribary, D Jeanmonod…",Proceedings of the,1999,https://www.pnas.org/doi/abs/10.1073/pnas.96.26.15222,
0,Robust estimation of background noise and signal detection in climatic time series,,"ME Mann, JM Lees","Climatic change, ",1996,https://link.springer.com/article/10.1007/BF00142586,
0,Pupil fluctuations track rapid changes in adrenergic and cholinergic activity in cortex,,"J Reimer, MJ McGinley, Y Liu, C Rodenkirch…",Nature,2016,https://www.nature.com/articles/ncomms13289,
0,Analysis of dynamic brain imaging data,,"PP Mitra, B Pesaran","Biophysical journal, ",1999,https://www.sciencedirect.com/science/article/pii/S000634959977236X,
0,Bispectrum estimation: A digital signal processing framework,,"CL Nikias, MR Raghuveer","Proceedings of the IEEE, ",1987,https://ieeexplore.ieee.org/abstract/document/1458091/,
0,Theta rhythms coordinate hippocampal–prefrontal interactions in a spatial memory task,,"MW Jones, MA Wilson","PLoS biology, ",2005,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.0030402,
0,Robust estimation of geomagnetic transfer functions,,"GD Egbert, JR Booker","Geophysical Journal International, ",1986,https://academic.oup.com/gji/article-abstract/87/1/173/729750,
0,Gamma and beta bursts underlie working memory,,"M Lundqvist, J Rose, P Herman, SL Brincat…","Neuron, ",2016,https://www.sciencedirect.com/science/article/pii/S0896627316001458,
0,Different origins of gamma rhythm and high-gamma activity in macaque visual cortex,,"S Ray, JHR Maunsell","PLoS biology, ",2011,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000610,
0,Spectrum sensing for cognitive radio,,"S Haykin, DJ Thomson, JH Reed","Proceedings of the IEEE, ",2009,https://ieeexplore.ieee.org/abstract/document/4840525/,
0,Communication between neocortex and hippocampus during sleep in rodents,,"A Sirota, J Csicsvari, D Buhl…",Proceedings of the,2003,https://www.pnas.org/doi/abs/10.1073/pnas.0437938100,
0,Mechanisms of gamma oscillations in the hippocampus of the behaving rat,,"J Csicsvari, B Jamieson, KD Wise, G Buzsáki","Neuron, ",2003,https://www.sciencedirect.com/science/article/pii/S0896627302011698,
0,"A comparison and test of various site-response estimation techniques, including three that are not reference-site dependent",,"EH Field, KH Jacob",Bulletin of the seismological society,1995,https://pubs.geoscienceworld.org/ssa/bssa/article-abstract/85/4/1127/102625,
0,Temporal structure in neuronal activity during working memory in macaque parietal cortex,,"B Pesaran, JS Pezaris, M Sahani, PP Mitra…",Nature,2002,https://www.nature.com/articles/nn890,
0,Gating of human theta oscillations by a working memory task,,"S Raghavachari, MJ Kahana, DS Rizzuto…",Journal of,2001,https://www.jneurosci.org/content/21/9/3175.short,
0,The earth is round (p<. 05),,J Cohen,"What if there were no significance tests?, ",2016,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315629049-14/earth-round-05-jacob-cohen,
0,The test of significance in psychological research.,,D Bakan,"Psychological bulletin, ",1966,https://psycnet.apa.org/record/2005-10045-001,
0,The behavior of stock-market prices,,EF Fama,"The journal of Business, ",1965,https://www.jstor.org/stable/2350752,
0,Maximum Likelihood from Incomplete Data Via the EM Algorithm,,"AP Dempster, NM Laird…",Journal of the Royal,1977,https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1977.tb01600.x,
0,Techniques for testing the constancy of regression relationships over time,,"RL Brown, J Durbin, JM Evans",Journal of the Royal Statistical,1975,https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1975.tb01532.x,
0,A second generation little jiffy.,,HF Kaiser,,1970,https://psycnet.apa.org/record/1972-07976-001,
0,First M87 event horizon telescope results. VI. The shadow and mass of the central black hole,,"K Akiyama, A Alberdi, W Alef, K Asada…",The Astrophysical,2019,https://iopscience.iop.org/article/10.3847/2041-8213/ab1141/meta,
0,The influence curve and its role in robust estimation,,FR Hampel,"Journal of the american statistical association, ",1974,https://www.tandfonline.com/doi/abs/10.1080/01621459.1974.10482962,
0,Synthesizing the implementation literature: The ambiguity-conflict model of policy implementation,,RE Matland,Journal of public administration research and,1995,https://academic.oup.com/jpart/article-abstract/5/2/145/880350,
0,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",,"WS Cleveland, R McGill",Journal of the American statistical,1984,https://www.tandfonline.com/doi/abs/10.1080/01621459.1984.10478080,
0,"Culture, corporate governance and disclosure in Malaysian corporations",,"RM Haniffa, TE Cooke","Abacus, ",2002,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-6281.00112,
0,Using confidence intervals in within-subject designs,,"GR Loftus, MEJ Masson","Psychonomic bulletin & review, ",1994,https://link.springer.com/article/10.3758/BF03210951,
0,Probability weighted moments: definition and relation to parameters of several distributions expressable in inverse form,,"JA Greenwood, JM Landwehr…",Water resources,1979,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/WR015i005p01049,
0,Quantifying absolute protein synthesis rates reveals principles underlying allocation of cellular resources,,"GW Li, D Burkhardt, C Gross, JS Weissman","Cell, ",2014,https://www.sciencedirect.com/science/article/pii/S0092867414002323,
0,Probability plotting methods for the analysis for the analysis of data,,"MB Wilk, R Gnanadesikan","Biometrika, ",1968,https://academic.oup.com/biomet/article-abstract/55/1/1/262814,
0,"ISODATA, a novel method of data analysis and pattern classification",,"GH Ball, DJ Hall",,1965,https://apps.dtic.mil/sti/citations/AD0699616,
0,Bayesian statistical inference for psychological research.,,"W Edwards, H Lindman, LJ Savage","Psychological review, ",1963,https://psycnet.apa.org/record/1964-00040-001,
0,Microbial interactions: from networks to models,,"K Faust, J Raes","Nature Reviews Microbiology, ",2012,https://www.nature.com/articles/nrmicro2832,
0,The human microbiome: at the interface of health and disease,,"I Cho, MJ Blaser","Nature Reviews Genetics, ",2012,https://www.nature.com/articles/nrg3182,
0,Keystone taxa as drivers of microbiome structure and functioning,,"S Banerjee, K Schlaeppi…",Nature Reviews,2018,https://www.nature.com/articles/s41579-018-0024-1,
0,Host remodeling of the gut microbiome and metabolic changes during pregnancy,,"O Koren, JK Goodrich, TC Cullender, A Spor…","Cell, ",2012,https://www.sciencedirect.com/science/article/pii/S009286741200829X,
0,Agricultural intensification reduces microbial network complexity and the abundance of keystone taxa in roots,,"S Banerjee, F Walder, L Büchi, M Meyer, AY Held…",The ISME,2019,https://www.nature.com/articles/s41396-019-0383-2,
0,Natural products for drug discovery in the 21st century: innovations for novel drug discovery,,"NE Thomford, DA Senthebane, A Rowe…",International journal of,2018,https://www.mdpi.com/297962,
0,A radiomics model from joint FDG-PET and MRI texture features for the prediction of lung metastases in soft-tissue sarcomas of the extremities,,"M Vallières, CR Freeman, SR Skamene…",Physics in Medicine &,2015,https://iopscience.iop.org/article/10.1088/0031-9155/60/14/5471/meta,
0,CluePedia Cytoscape plugin: pathway insights using integrated experimental and in silico data,,"G Bindea, J Galon, B Mlecnik","Bioinformatics, ",2013,https://academic.oup.com/bioinformatics/article-abstract/29/5/661/253004,
0,Xenobiotics shape the physiology and gene expression of the active human gut microbiome,,"CF Maurice, HJ Haiser, PJ Turnbaugh","Cell, ",2013,https://www.sciencedirect.com/science/article/pii/S0092867412014286,
0,Correlation detection strategies in microbial data sets vary widely in sensitivity and precision,,"S Weiss, W Van Treuren, C Lozupone, K Faust…",The ISME,2016,https://www.nature.com/articles/ismej2015235,
0,Combinatorial screening for new materials in unconstrained composition space with machine learning,,"B Meredig, A Agrawal, S Kirklin, JE Saal, JW Doak…","Physical Review B, ",2014,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.89.094104,
0,Axes of a revolution: challenges and promises of big data in healthcare,,"S Shilo, H Rossman, E Segal","Nature medicine, ",2020,https://www.nature.com/articles/s41591-019-0727-5,
0,From hairballs to hypotheses–biological insights from microbial networks,,"L Röttjers, K Faust","FEMS microbiology reviews, ",2018,https://academic.oup.com/femsre/article-abstract/42/6/761/5061627,
0,Ecological modeling from time-series inference: insight into dynamics and stability of intestinal microbiota,,"RR Stein, V Bucci, NC Toussaint…",PLoS computational,2013,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1003388,
0,Network analysis reveals functional redundancy and keystone taxa amongst bacterial and fungal communities during organic matter decomposition in an arable soil,,"S Banerjee, CA Kirkby, D Schmutter, A Bissett…",Soil Biology and,2016,https://www.sciencedirect.com/science/article/pii/S0038071716300268,
0,Extracting insights from the shape of complex data using topology,,"PY Lum, G Singh, A Lehman, T Ishkanov…","Scientific reports, ",2013,https://www.nature.com/articles/srep01236?__hstc=13887208.d8433f44817d66028732a6792cd78bb4.1471910400048.1471910400050.1471910400051.2&__hssc=13887208.1.1471910400051&__hsfp=1773666937,
0,Tourism demand forecasting: A deep learning approach,,"R Law, G Li, DKC Fong, X Han","Annals of tourism research, ",2019,https://www.sciencedirect.com/science/article/pii/S0160738319300143,
0,Automated algorithm selection: Survey and perspectives,,"P Kerschke, HH Hoos, F Neumann…",Evolutionary,2019,https://ieeexplore.ieee.org/abstract/document/8660744/,
0,"Equitability, mutual information, and the maximal information coefficient",,"JB Kinney, GS Atwal",…,2014,https://www.pnas.org/doi/abs/10.1073/pnas.1309933111,
0,Radiomics strategies for risk assessment of tumour failure in head-and-neck cancer,,"M Vallieres, E Kay","Rivest, LJ Perrin, X L",iem…,https://www.nature.com/articles/s41598-017-10371-5,
0,Parallel genome-scale loss of function screens in 216 cancer cell lines for the identification of context-specific genetic dependencies,,"GS Cowley, BA Weir, F Vazquez, P Tamayo, JA Scott…","Scientific data, ",2014,https://www.nature.com/articles/sdata201435/fig_tab,
0,Distinguishing cause from effect using observational data: methods and benchmarks,,"JM Mooij, J Peters, D Janzing, J Zscheischler…",The Journal of Machine,2016,https://www.jmlr.org/papers/volume17/14-518/14-518.pdf,
0,"Long-term manure application increases soil organic matter and aggregation, and alters microbial community structure and keystone taxa",,"Y Lin, G Ye, Y Kuzyakov, D Liu, J Fan…",Soil Biology and,2019,https://www.sciencedirect.com/science/article/pii/S0038071719301051,
0,"Comparison of co-expression measures: mutual information, correlation, and model based indices",,"L Song, P Langfelder, S Horvath",BMC,2012,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-13-328,
0,MRMD2. 0: a python tool for machine learning with feature ranking and reduction,,"S He, F Guo, Q Zou","Current Bioinformatics, ",2020,https://www.ingentaconnect.com/content/ben/cbio/2020/00000015/00000010/art00013,
0,A clinically applicable integrative molecular classification of meningiomas,,"F Nassiri, J Liu, V Patil, Y Mamatjan, JZ Wang…","Nature, ",2021,https://www.nature.com/articles/s41586-021-03850-3,
0,Analysing microbial community composition through amplicon sequencing: from sampling to hypothesis testing,,"LW Hugerth, AF Andersson","Frontiers in microbiology, ",2017,https://www.frontiersin.org/articles/10.3389/fmicb.2017.01561/full,
0,Statistical parametric speech synthesis incorporating generative adversarial networks,,"Y Saito, S Takamichi…",IEEE/ACM Transactions on,2017,https://ieeexplore.ieee.org/abstract/document/8063435/,
0,Review papers: Recent developments in nonparametric density estimation,,AJ Izenman,"Journal of the american statistical association, ",1991,https://www.tandfonline.com/doi/abs/10.1080/01621459.1991.10475021,
0,Kurtosis: a critical review,,"KP Balanda, HL MacGillivray","The American Statistician, ",1988,https://www.tandfonline.com/doi/abs/10.1080/00031305.1988.10475539,
0,Quantile regression,,"R Koenker, KF Hallock","Journal of economic perspectives, ",2001,https://www.aeaweb.org/articles?id=10.1257/jep.15.4.143,
0,Violin plots: a box plot-density trace synergism,,"JL Hintze, RD Nelson","The American Statistician, ",1998,https://www.tandfonline.com/doi/abs/10.1080/00031305.1998.10480559,
0,Generalized additive models for location scale and shape (GAMLSS) in R,,"DM Stasinopoulos, RA Rigby","Journal of Statistical Software, ",2008,https://www.jstatsoft.org/article/view/v023i07,
0,Goodness of fit and related inference processes for quantile regression,,"R Koenker, JAF Machado",Journal of the american statistical,1999,https://www.tandfonline.com/doi/abs/10.1080/01621459.1999.10473882,
0,Robust tests for heteroscedasticity based on regression quantiles,,"R Koenker, G Bassett Jr","Econometrica: Journal of the Econometric Society, ",1982,https://www.jstor.org/stable/1912528,
0,Sample quantiles in statistical packages,,"RJ Hyndman, Y Fan","The American Statistician, ",1996,https://www.tandfonline.com/doi/abs/10.1080/00031305.1996.10473566,
0,Nonparametric standard errors and confidence intervals,,B Efron,"canadian Journal of Statistics, ",1981,https://onlinelibrary.wiley.com/doi/abs/10.2307/3314608,
0,Long-memory processes,,"J Beran, Y Feng, S Ghosh, R Kulik",,Long,https://link.springer.com/content/pdf/10.1007/978-3-642-35512-7.pdf,
0,Flow-duration curves. I: New interpretation and confidence intervals,,"RM Vogel, NM Fennessey",Journal of Water Resources Planning,1994,https://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9496(1994)120:4(485),
0,Kumaraswamy's distribution: A beta-type distribution with some tractability advantages,,MC Jones,"Statistical methodology, ",2009,https://www.sciencedirect.com/science/article/pii/S1572312708000282,
0,Polynomial splines and their tensor products in extended linear modeling: 1994 Wald memorial lecture,,"CJ Stone, MH Hansen, C Kooperberg…",The Annals of,1997,https://projecteuclid.org/journals/annals-of-statistics/volume-25/issue-4/Polynomial-splines-and-their-tensor-products-in-extended-linear-modeling/10.1214/aos/1031594728.short,
0,Hierarchical spline models for conditional quantiles and the demand for electricity,,"W Hendricks, R Koenker",Journal of the American statistical,1992,https://www.tandfonline.com/doi/abs/10.1080/01621459.1992.10475175,
0,The big data newsvendor: Practical insights from machine learning,,"GY Ban, C Rudin","Operations Research, ",2019,https://pubsonline.informs.org/doi/abs/10.1287/opre.2018.1757,
0,Averaged shifted histograms: effective nonparametric density estimators in several dimensions,,DW Scott,"The Annals of Statistics, ",1985,https://www.jstor.org/stable/2241123,
0,A study of the generalized Tukey lambda family,,"M Freimer, G Kollia, GS Mudholkar…",…,tics,https://www.tandfonline.com/doi/abs/10.1080/03610928808829820,
0,Log-logistic flood frequency analysis,,"MI Ahmad, CD Sinclair, A Werritty","Journal of Hydrology, ",1988,https://www.sciencedirect.com/science/article/pii/0022169488900157,
0,Cosinor-based rhythmometry,,G Cornelissen,Theoretical Biology and Medical,2014,https://tbiomed.biomedcentral.com/articles/10.1186/1742-4682-11-16,
0,A review of signals used in sleep analysis,,"A Roebuck, V Monasterio, E Gederi…",Physiological,2013,https://iopscience.iop.org/article/10.1088/0967-3334/35/1/R1/meta,
0,Shedding light on the dark data in the long tail of science,,PB Heidorn,"Library trends, ",2008,https://muse.jhu.edu/article/262029/summary,
0,Light-entrained and brain-tuned circadian circuits regulate ILC3s and gut homeostasis,,C Godinho,"Silva, RG Domingues, M Ren",das…,https://www.nature.com/articles/s41586-019-1579-3,
0,A new ImageJ plug-in “ActogramJ” for chronobiological analyses,,"B Schmid, C Helfrich",Förs,ter…,https://journals.sagepub.com/doi/abs/10.1177/0748730411414264,
0,Sleep modulates haematopoiesis and protects against atherosclerosis,,"CS McAlpine, MG Kiss, S Rattik, S He, A Vassalli…","Nature, ",2019,https://www.nature.com/articles/s41586-019-0948-2,
0,Gut microbiota-derived short chain fatty acids induce circadian clock entrainment in mouse peripheral tissue,,"Y Tahara, M Yamazaki, H Sukigara, H Motohashi…","Scientific reports, ",2018,https://www.nature.com/articles/s41598-018-19836-7,
0,CYCLOPS reveals human transcriptional rhythms in health and disease,,"RC Anafi, LJ Francey…",Proceedings of the,2017,https://www.pnas.org/doi/abs/10.1073/pnas.1619320114,
0,The circadian rhythm of body temperature,,R Refinetti,Frontiers in Biosci,ence,https://article.imrpress.com/bri/Landmark/articles/pdf/Landmark3634.pdf,
0,In vivo monitoring of peripheral circadian clocks in the mouse,,"Y Tahara, H Kuroda, K Saito, Y Nakajima, Y Kubo…","Current Biology, ",2012,https://www.sciencedirect.com/science/article/pii/S096098221200396X,
